label,Test R2
treecover;cost1001.0,"[0.7751127831615198, 0.7751127831615198]"
treecover;cost101.0,"[0.6608077226812856, 0.6608077226812856]"
treecover;cost1099.0,"[0.775347230198533, 0.775347230198533]"
treecover;cost1100.0,"[0.7763914496573272, 0.7763914496573272]"
treecover;cost1101.0,[0.7671315954134877]
treecover;cost1199.0,[0.7831672772665772]
treecover;cost1200.0,"[0.7833401722559359, 0.7833401722559359, 0.7833401722559359]"
treecover;cost1201.0,[0.7793611165530114]
treecover;cost1300.0,"[0.7807778229705133, 0.7807778229705133, 0.7807778229705133, 0.7807778229705133, 0.7807778229705133]"
treecover;cost1400.0,"[0.7914604101606583, 0.7914604101606583, 0.7914604101606583, 0.7914604101606583, 0.7914604101606583]"
treecover;cost1499.0,"[0.7843071087768931, 0.7843071087768931, 0.7843071087768931]"
treecover;cost1501.0,"[0.7892277774945125, 0.7892277774945125]"
treecover;cost200.0,[0.7022596604235839]
treecover;cost201.0,"[0.7015889365171206, 0.7015889365171206, 0.7015889365171206, 0.7015889365171206]"
treecover;cost300.0,"[0.7325433236162853, 0.7325433236162853, 0.7325433236162853, 0.7325433236162853]"
treecover;cost301.0,[0.732728940525696]
treecover;cost399.0,"[0.7146348017404214, 0.7146348017404214]"
treecover;cost400.0,"[0.7180966018314748, 0.7180966018314748, 0.7180966018314748]"
treecover;cost499.0,"[0.7193762514649298, 0.7193762514649298]"
treecover;cost500.0,"[0.7193835428922909, 0.7193835428922909, 0.7193835428922909]"
treecover;cost599.0,[0.7518036541336833]
treecover;cost600.0,"[0.7502871852464164, 0.7522263666894342, 0.7502871852464164]"
treecover;cost601.0,[0.7502416226322437]
treecover;cost699.0,[0.7766971033929523]
treecover;cost700.0,[0.7779700883337001]
treecover;cost701.0,"[0.773964259593729, 0.773964259593729, 0.773964259593729]"
treecover;cost799.0,[0.7762301499916856]
treecover;cost800.0,"[0.7753258433047827, 0.7764835928819183, 0.7764835928819183, 0.7753258433047827]"
treecover;cost900.0,"[0.7738299811622656, 0.7738299811622656, 0.7738299811622656, 0.7738299811622656, 0.7738299811622656]"
treecover;cost99.0,[0.6582833879256768]
treecover;cost999.0,[0.7751406603386415]
