,initial_set,size,pop_risk_nlcd_0.5,pop_risk_nlcd_0,pop_risk_nlcd_0.01,pop_risk_nlcd_0.1,pop_risk_nlcd_0.9,pop_risk_nlcd_0.99,pop_risk_nlcd_1,pop_risk_image_clusters_8_0.5,pop_risk_image_clusters_8_0,pop_risk_image_clusters_8_0.01,pop_risk_image_clusters_8_0.1,pop_risk_image_clusters_8_0.9,pop_risk_image_clusters_8_0.99,pop_risk_image_clusters_8_1,diversity,_merge,sampling_type
251,IDS_top20_urban_400_points_probabilistic_400_size_seed_9101.pkl,400,-0.1068756300044888,-0.05,-0.0511375126000897,-0.0613751260008977,-0.1523761340080799,-0.1626137474088879,-0.1637512600089777,-0.1050921235547366,-0.05,-0.0511018424710947,-0.0610184247109473,-0.149165822398526,-0.1590824046383786,-0.1601842471094733,-102413.83945066566,both,convenience_sampling_urban_based
252,IDS_top20_urban_500_points_probabilistic_500_size_seed_1.pkl,500,-0.0980200234583388,-0.0447213595499957,-0.0457873328281626,-0.0553810923316644,-0.1406589545850132,-0.150252714088515,-0.1513186873666818,-0.0986058469601027,-0.0447213595499957,-0.0457990492981979,-0.0554982570320171,-0.1417134368881883,-0.1514126446220076,-0.1524903343702097,-173570.89658241268,both,convenience_sampling_urban_based
253,IDS_top20_urban_500_points_probabilistic_500_size_seed_1213.pkl,500,-0.1005658421406538,-0.0447213595499957,-0.0458382492018089,-0.0558902560681274,-0.1452414282131802,-0.1552934350794986,-0.1564103247313118,-0.0958322690639953,-0.0447213595499957,-0.0457435777402757,-0.0549435414527957,-0.1367209966751949,-0.1459209603877148,-0.1469431785779948,-172847.48790191414,both,convenience_sampling_urban_based
254,IDS_top20_urban_500_points_probabilistic_500_size_seed_123.pkl,500,-0.0972923301272103,-0.0447213595499957,-0.04577277896154,-0.0552355536654387,-0.139349106588982,-0.1488118812928806,-0.1498633007044249,-0.0951205254199612,-0.0447213595499957,-0.0457293428673951,-0.0548011927239888,-0.1354398581159335,-0.1445117079725273,-0.1455196912899266,-172810.5971561551,both,convenience_sampling_urban_based
255,IDS_top20_urban_500_points_probabilistic_500_size_seed_1234.pkl,500,-0.0982546655424811,-0.0447213595499957,-0.0457920256698455,-0.0554280207484928,-0.1410813103364694,-0.1507173054151168,-0.1517879715349665,-0.0948070274873786,-0.0447213595499957,-0.0457230729087434,-0.0547384931374723,-0.1348755618372848,-0.1438909820660138,-0.1448926954247614,-173363.02846055033,both,convenience_sampling_urban_based
256,IDS_top20_urban_500_points_probabilistic_500_size_seed_1415.pkl,500,-0.0978185274965494,-0.0447213595499957,-0.0457833029089268,-0.0553407931393065,-0.1402962618537923,-0.1498537520841719,-0.150915695443103,-0.0965811713082714,-0.0447213595499957,-0.0457585557851613,-0.0550933219016509,-0.138069020714892,-0.1474037868313817,-0.1484409830665471,-174267.19137101178,both,convenience_sampling_urban_based
257,IDS_top20_urban_500_points_probabilistic_500_size_seed_42.pkl,500,-0.0980710399811123,-0.0447213595499957,-0.0457883531586181,-0.0553912956362191,-0.1407507843260055,-0.1503537268036064,-0.1514207204122288,-0.0961382797183148,-0.0447213595499957,-0.0457496979533621,-0.0550047435836596,-0.13727181585297,-0.1465268614832675,-0.1475551998866338,-173764.24010472294,both,convenience_sampling_urban_based
258,IDS_top20_urban_500_points_probabilistic_500_size_seed_456.pkl,500,-0.0992459004324786,-0.0447213595499957,-0.0458118503676454,-0.0556262677264923,-0.1428655331384648,-0.1526799504973117,-0.1537704413149614,-0.094820468330056,-0.0447213595499957,-0.045723341725597,-0.0547411813060078,-0.1348997553541042,-0.1439175949345151,-0.1449195771101163,-172617.01181795003,both,convenience_sampling_urban_based
259,IDS_top20_urban_500_points_probabilistic_500_size_seed_5678.pkl,500,-0.0943586122269011,-0.0447213595499957,-0.0457141046035339,-0.0546488100853768,-0.1340684143684253,-0.1430031198502683,-0.1439958649038064,-0.0930650044774032,-0.0447213595499957,-0.0456882324485439,-0.0543900885354772,-0.1317399204193292,-0.1404417765062626,-0.1414086494048108,-174533.6780400157,both,convenience_sampling_urban_based
260,IDS_top20_urban_500_points_probabilistic_500_size_seed_789.pkl,500,-0.0999899765248978,-0.0447213595499957,-0.0458267318894938,-0.0557750829449762,-0.1442048701048194,-0.1541532211603018,-0.1552585934997998,-0.0960611163820082,-0.0447213595499957,-0.045748154686636,-0.0549893109163982,-0.1371329218476182,-0.1463740780773805,-0.1474008732140208,-172816.34937994482,both,convenience_sampling_urban_based
261,IDS_top20_urban_500_points_probabilistic_500_size_seed_9101.pkl,500,-0.0960448274396368,-0.0447213595499957,-0.0457478289077886,-0.054986053127924,-0.1371036017513497,-0.1463418259714851,-0.1473682953292779,-0.0951906491864455,-0.0447213595499957,-0.0457307453427247,-0.0548152174772857,-0.1355660808956053,-0.1446505530301662,-0.1456599388228952,-173795.00071554183,both,convenience_sampling_urban_based
262,IDS_top20_urban_600_points_probabilistic_600_size_seed_1.pkl,600,-0.0906180373216943,-0.0408248290463863,-0.0418206932118924,-0.0507834707014479,-0.1304526039419408,-0.1394153814314963,-0.1404112455970024,-0.090110151488094,-0.0408248290463863,-0.0418105354952204,-0.0506818935347278,-0.1295384094414601,-0.1384097674809675,-0.1393954739298017,-262511.5802197432,both,convenience_sampling_urban_based
263,IDS_top20_urban_600_points_probabilistic_600_size_seed_1213.pkl,600,-0.090237385246521,-0.0408248290463863,-0.041813080170389,-0.0507073402864132,-0.1297674302066288,-0.1386616903226531,-0.1396499414466558,-0.0868815799985924,-0.0408248290463863,-0.0417459640654304,-0.0500361792368275,-0.1237269807603574,-0.1320171959317545,-0.1329383309507986,-259983.2220250941,both,convenience_sampling_urban_based
264,IDS_top20_urban_600_points_probabilistic_600_size_seed_123.pkl,600,-0.088105290492062,-0.0408248290463863,-0.0417704382752998,-0.0502809213355214,-0.1259296596486027,-0.1344401427088243,-0.1353857519377378,-0.0866334490089792,-0.0408248290463863,-0.0417410014456381,-0.0499865530389048,-0.1232803449790535,-0.1315258965723202,-0.132442068971572,-260873.61034095052,both,convenience_sampling_urban_based
265,IDS_top20_urban_600_points_probabilistic_600_size_seed_1234.pkl,600,-0.0895923819439375,-0.0408248290463863,-0.0418001801043373,-0.0505783396258965,-0.1286064242619785,-0.1373845837835378,-0.1383599348414888,-0.0874708725707193,-0.0408248290463863,-0.0417577499168729,-0.0501540377512529,-0.1247877073901856,-0.1331839952245656,-0.1341169160950523,-262013.18308138603,both,convenience_sampling_urban_based
266,IDS_top20_urban_600_points_probabilistic_600_size_seed_1415.pkl,600,-0.0905132153013578,-0.0408248290463863,-0.0418185967714857,-0.0507625062973806,-0.130263924305335,-0.1392078338312299,-0.1402016015563293,-0.0871931287619684,-0.0408248290463863,-0.0417521950406979,-0.0500984889895027,-0.1242877685344341,-0.1326340624832389,-0.1335614284775506,-262063.7154905771,both,convenience_sampling_urban_based
267,IDS_top20_urban_600_points_probabilistic_600_size_seed_42.pkl,600,-0.0908493587656869,-0.0408248290463863,-0.0418253196407723,-0.0508297349902464,-0.1308689825411274,-0.1398733978906015,-0.1408738884849875,-0.0889391212067995,-0.0408248290463863,-0.0417871148895945,-0.0504476874784689,-0.12743055493513,-0.1360911275240044,-0.1370534133672127,-263368.47575121885,both,convenience_sampling_urban_based
268,IDS_top20_urban_600_points_probabilistic_600_size_seed_456.pkl,600,-0.0894023694110958,-0.0408248290463863,-0.0417963798536804,-0.0505403371193282,-0.1282644017028635,-0.1370083589685112,-0.1379799097758054,-0.0866148818294144,-0.0408248290463863,-0.0417406301020468,-0.0499828396029919,-0.1232469240558368,-0.1314891335567819,-0.1324049346124425,-260122.94553324336,both,convenience_sampling_urban_based
269,IDS_top20_urban_600_points_probabilistic_600_size_seed_5678.pkl,600,-0.0859024581795543,-0.0408248290463863,-0.0417263816290496,-0.0498403548730199,-0.1219645614860887,-0.130078534730059,-0.1309800873127223,-0.0851435221784866,-0.0408248290463863,-0.0417112029090283,-0.0496885676728063,-0.1205984766841668,-0.1285758414479449,-0.1294622153105869,-262960.578864274,both,convenience_sampling_urban_based
270,IDS_top20_urban_600_points_probabilistic_600_size_seed_789.pkl,600,-0.0912046734779437,-0.0408248290463863,-0.0418324259350174,-0.0509007979326978,-0.1315085490231897,-0.1405769210208701,-0.1415845179095012,-0.0871588424826601,-0.0408248290463863,-0.0417515093151117,-0.050091631733641,-0.1242260532316792,-0.1325661756502085,-0.1334928559189339,-260585.5928387618,both,convenience_sampling_urban_based
271,IDS_top20_urban_600_points_probabilistic_600_size_seed_9101.pkl,600,-0.0878685141496022,-0.0408248290463863,-0.0417657027484506,-0.0502335660670294,-0.1255034622321749,-0.1339713255507537,-0.1349121992528181,-0.0871767270997675,-0.0408248290463863,-0.0417518670074539,-0.0500952086570625,-0.1242582455424725,-0.1326015871920811,-0.1335286251531487,-261998.141783712,both,convenience_sampling_urban_based
272,IDS_top20_urban_700_points_probabilistic_700_size_seed_1.pkl,700,-0.0842701612922597,-0.0377964473009227,-0.0387259215807494,-0.0470911900991901,-0.1214491324853293,-0.12981440100377,-0.1307438752835967,-0.0835704204477122,-0.0377964473009227,-0.0387119267638585,-0.0469512419302806,-0.1201895989651439,-0.128428914131566,-0.1293443935945018,-368708.9996277761,both,convenience_sampling_urban_based
273,IDS_top20_urban_700_points_probabilistic_700_size_seed_1213.pkl,700,-0.0826095573738666,-0.0377964473009227,-0.0386927095023816,-0.0467590693155115,-0.1184600454322217,-0.1265264052453516,-0.1274226674468105,-0.0809014671435652,-0.0377964473009227,-0.0386585476977755,-0.0464174512694512,-0.1153854830176793,-0.1231443865893549,-0.1240064869862078,-367842.086608715,both,convenience_sampling_urban_based
274,IDS_top20_urban_700_points_probabilistic_700_size_seed_123.pkl,700,-0.0805659559664987,-0.0377964473009227,-0.0386518374742342,-0.0463503490340379,-0.1147815628989596,-0.1224800744587633,-0.1233354646320748,-0.0804906857487131,-0.0377964473009227,-0.0386503320698785,-0.0463352949904808,-0.1146460765069454,-0.1223310394275476,-0.1231849241965034,-365948.80277139664,both,convenience_sampling_urban_based
275,IDS_top20_urban_700_points_probabilistic_700_size_seed_1234.pkl,700,-0.0819678380919159,-0.0377964473009227,-0.0386798751167425,-0.0466307254591213,-0.1173049507247104,-0.1252558010670892,-0.1261392288829091,-0.0803058771058972,-0.0377964473009227,-0.0386466358970222,-0.0462983332619176,-0.1143134209498768,-0.1219651183147722,-0.1228153069108717,-367926.5993504,both,convenience_sampling_urban_based
276,IDS_top20_urban_700_points_probabilistic_700_size_seed_1415.pkl,700,-0.0832473553475755,-0.0377964473009227,-0.0387054654618557,-0.0468866289102532,-0.1196080817848978,-0.1277892452332953,-0.1286982633942284,-0.0819282757200454,-0.0377964473009227,-0.0386790838693051,-0.0466228129847472,-0.1172337384553436,-0.1251774675707857,-0.1260601041391681,-368528.3549974035,both,convenience_sampling_urban_based
277,IDS_top20_urban_700_points_probabilistic_700_size_seed_42.pkl,700,-0.08370885290121,-0.0377964473009227,-0.0387146954129284,-0.0469789284209801,-0.1204387773814398,-0.1287030103894915,-0.1296212585014973,-0.0817445535249321,-0.0377964473009227,-0.0386754094254029,-0.0465860685457246,-0.1169030385041397,-0.1248136976244614,-0.1256926597489416,-369079.2301856947,both,convenience_sampling_urban_based
278,IDS_top20_urban_700_points_probabilistic_700_size_seed_456.pkl,700,-0.0821729178109553,-0.0377964473009227,-0.0386839767111233,-0.0466717414029292,-0.1176740942189814,-0.1256618589107873,-0.1265493883209879,-0.0802873637606462,-0.0377964473009227,-0.0386462656301171,-0.0462946305928674,-0.114280096928425,-0.1219284618911752,-0.1227782802203697,-366041.0632819904,both,convenience_sampling_urban_based
279,IDS_top20_urban_700_points_probabilistic_700_size_seed_5678.pkl,700,-0.0796829923398875,-0.0377964473009227,-0.038634178201702,-0.0461737563087156,-0.1131922283710593,-0.120731806478073,-0.1215695373788523,-0.079725611606744,-0.0377964473009227,-0.0386350305870391,-0.0461822801620869,-0.1132689430514011,-0.1208161926264489,-0.1216547759125654,-370510.9736163093,both,convenience_sampling_urban_based
280,IDS_top20_urban_700_points_probabilistic_700_size_seed_789.pkl,700,-0.0845986821635263,-0.0377964473009227,-0.0387324919981747,-0.0471568942734434,-0.1220404700536092,-0.1304648723288778,-0.1314009170261299,-0.0809931815538385,-0.0377964473009227,-0.038660381985981,-0.0464357941515058,-0.1155505689561711,-0.123325981121696,-0.1241899158067543,-368095.8851987193,both,convenience_sampling_urban_based
281,IDS_top20_urban_700_points_probabilistic_700_size_seed_9101.pkl,700,-0.0811886350191118,-0.0377964473009227,-0.0386642910552865,-0.0464748848445605,-0.1159023851936632,-0.1237129789829372,-0.124580822737301,-0.0803705958367727,-0.0377964473009227,-0.0386479302716397,-0.0463112770080927,-0.1144299146654527,-0.1220932614019057,-0.1229447443726227,-369029.1992487085,both,convenience_sampling_urban_based
282,IDS_top20_urban_800_points_probabilistic_800_size_seed_1.pkl,800,-0.0775762658643586,-0.0353553390593273,-0.036199757595428,-0.0437995244203336,-0.1113530073083836,-0.1189527741332893,-0.1197971926693899,-0.0770532747844808,-0.0353553390593273,-0.0361892977738304,-0.043694926204358,-0.1104116233646036,-0.1179172517951313,-0.1187512105096343,-492012.2057578134,both,convenience_sampling_urban_based
283,IDS_top20_urban_800_points_probabilistic_800_size_seed_1213.pkl,800,-0.0769383567134726,-0.0353553390593273,-0.0361869994124102,-0.0436719425901564,-0.1102047708367887,-0.1176897140145349,-0.1185213743676178,-0.0756212372695031,-0.0353553390593273,-0.0361606570235308,-0.0434085187013625,-0.1078339558376437,-0.1150818175154753,-0.1158871354796789,-491113.86045144673,both,convenience_sampling_urban_based
284,IDS_top20_urban_800_points_probabilistic_800_size_seed_123.pkl,800,-0.0754970767366329,-0.0353553390593273,-0.0361581738128734,-0.0433836865947885,-0.1076104668784774,-0.1148359796603925,-0.1156388144139386,-0.0754454574354225,-0.0353553390593273,-0.0361571414268492,-0.0433733627345464,-0.1075175521362986,-0.1147337734439957,-0.1155355758115176,-490588.9917915629,both,convenience_sampling_urban_based
285,IDS_top20_urban_800_points_probabilistic_800_size_seed_1234.pkl,800,-0.076877914711851,-0.0353553390593273,-0.0361857905723778,-0.0436598541898321,-0.1100959752338699,-0.1175700388513242,-0.1184004903643746,-0.0743499615398533,-0.0353553390593273,-0.0361352315089378,-0.0431542635554325,-0.1055456595242741,-0.1125646915707688,-0.1133445840203793,-491813.7561749981,both,convenience_sampling_urban_based
286,IDS_top20_urban_800_points_probabilistic_800_size_seed_1415.pkl,800,-0.0773430859946463,-0.0353553390593273,-0.0361950939980337,-0.0437528884463911,-0.1109332835429015,-0.1184910779912589,-0.1193308329299652,-0.0757661773419607,-0.0353553390593273,-0.03616355582498,-0.043437506715854,-0.1080948479680674,-0.1153687988589415,-0.1161770156245941,-491661.3833365012,both,convenience_sampling_urban_based
287,IDS_top20_urban_800_points_probabilistic_800_size_seed_42.pkl,800,-0.0771909516864068,-0.0353553390593273,-0.0361920513118689,-0.0437224615847432,-0.1106594417880703,-0.1181898520609446,-0.1190265643134862,-0.075106372218971,-0.0353553390593273,-0.0361503597225202,-0.0433055456912561,-0.1069071987466859,-0.1140623847154218,-0.1148574053786146,-492965.1081774999,both,convenience_sampling_urban_based
288,IDS_top20_urban_800_points_probabilistic_800_size_seed_456.pkl,800,-0.0765655254968048,-0.0353553390593273,-0.0361795427880769,-0.0435973763468228,-0.1095336746467868,-0.1169515082055328,-0.1177757119342823,-0.0744185290593043,-0.0353553390593273,-0.0361366028593269,-0.0431679770593227,-0.1056690810592859,-0.1127004552592817,-0.1134817190592812,-489078.12612269993,both,convenience_sampling_urban_based
289,IDS_top20_urban_800_points_probabilistic_800_size_seed_5678.pkl,800,-0.0747681740314728,-0.0353553390593273,-0.0361435957587702,-0.0432379060537564,-0.1062984420091892,-0.1133927523041753,-0.1141810090036182,-0.0739864045993405,-0.0353553390593273,-0.0361279603701276,-0.04308155216733,-0.1048912570313511,-0.1118448488285534,-0.1126174701393537,-492944.590082364,both,convenience_sampling_urban_based
290,IDS_top20_urban_800_points_probabilistic_800_size_seed_789.pkl,800,-0.0783482910937886,-0.0353553390593273,-0.0362151981000166,-0.0439539294662196,-0.1127426527213576,-0.1204813840875606,-0.1213412431282498,-0.0749181967930814,-0.0353553390593273,-0.0361465962140024,-0.0432679106060781,-0.1065684829800846,-0.1136897973721604,-0.1144810545268354,-490210.95029674657,both,convenience_sampling_urban_based
291,IDS_top20_urban_800_points_probabilistic_800_size_seed_9101.pkl,800,-0.0763178595886336,-0.0353553390593273,-0.0361745894699135,-0.0435478431651886,-0.1090878760120785,-0.1164611297073536,-0.1172803801179398,-0.0756816053623704,-0.0353553390593273,-0.0361618643853882,-0.0434205923199359,-0.1079426184048049,-0.1152013463393526,-0.1160078716654135,-493735.0431932971,both,convenience_sampling_urban_based
292,IDS_top20_urban_900_points_probabilistic_900_size_seed_1.pkl,900,-0.071811098385782,-0.0333333333333333,-0.0341028886343823,-0.041028886343823,-0.102593310427741,-0.1095193081371818,-0.1102888634382308,-0.0715560425627934,-0.0333333333333333,-0.0340977875179225,-0.0409778751792253,-0.1021342099463614,-0.1090142976076642,-0.1097787517922534,-630332.3374762202,both,convenience_sampling_urban_based
293,IDS_top20_urban_900_points_probabilistic_900_size_seed_1213.pkl,900,-0.0721760057545776,-0.0333333333333333,-0.0341101867817582,-0.0411018678175822,-0.103250143691573,-0.110241824727397,-0.1110186781758219,-0.0713082124909709,-0.0333333333333333,-0.034092830916486,-0.0409283091648608,-0.1016881158170809,-0.1085235940654557,-0.1092830916486084,-632057.2175376974,both,convenience_sampling_urban_based
294,IDS_top20_urban_900_points_probabilistic_900_size_seed_123.pkl,900,-0.0717618741408828,-0.0333333333333333,-0.0341019041494843,-0.0410190414948432,-0.1025047067869225,-0.1094218441322814,-0.1101904149484324,-0.0708505090501966,-0.0333333333333333,-0.0340836768476705,-0.0408367684767059,-0.1008642496236872,-0.1076173412527226,-0.1083676847670598,-632316.971438255,both,convenience_sampling_urban_based
295,IDS_top20_urban_900_points_probabilistic_900_size_seed_1234.pkl,900,-0.0721126147284032,-0.0333333333333333,-0.0341089189612347,-0.0410891896123473,-0.1031360398444592,-0.1101163104955718,-0.1108918961234732,-0.0700851128960018,-0.0333333333333333,-0.0340683689245867,-0.040683689245867,-0.0994865365461366,-0.106101856867417,-0.1068368924586703,-632737.8943068053,both,convenience_sampling_urban_based
296,IDS_top20_urban_900_points_probabilistic_900_size_seed_1415.pkl,900,-0.0732564623572793,-0.0333333333333333,-0.0341317959138122,-0.0413179591381225,-0.1051949655764362,-0.1123811288007465,-0.1131795913812254,-0.0714961294815397,-0.0333333333333333,-0.0340965892562974,-0.0409658925629746,-0.1020263664001049,-0.108895669706782,-0.1096589256297462,-632692.3544165158,both,convenience_sampling_urban_based
297,IDS_top20_urban_900_points_probabilistic_900_size_seed_42.pkl,900,-0.0723383645018243,-0.0333333333333333,-0.0341134339567031,-0.0411343395670315,-0.1035423894366172,-0.1105632950469455,-0.1113433956703154,-0.0707624680460063,-0.0333333333333333,-0.0340819160275868,-0.0408191602758679,-0.1007057758161447,-0.1074430200644259,-0.1081916027586793,-631809.6508034132,both,convenience_sampling_urban_based
298,IDS_top20_urban_900_points_probabilistic_900_size_seed_456.pkl,900,-0.0719970494382478,-0.0333333333333333,-0.0341066076554316,-0.0410660765543162,-0.1029280223221794,-0.1098874912210641,-0.1106607655431623,-0.0706169750685205,-0.0333333333333333,-0.034079006168037,-0.0407900616803707,-0.1004438884566702,-0.1071549439690039,-0.1079006168037076,-629340.9232397937,both,convenience_sampling_urban_based
299,IDS_top20_urban_900_points_probabilistic_900_size_seed_5678.pkl,900,-0.0711275226829801,-0.0333333333333333,-0.0340892171203262,-0.0408921712032627,-0.1013628741626976,-0.108165828245634,-0.108921712032627,-0.0702254486952504,-0.0333333333333333,-0.0340711756405716,-0.0407117564057167,-0.0997391409847842,-0.1063797217499293,-0.1071175640571676,-634516.6914033554,both,convenience_sampling_urban_based
300,IDS_top20_urban_900_points_probabilistic_900_size_seed_789.pkl,900,-0.073571979443581,-0.0333333333333333,-0.0341381062555382,-0.0413810625553828,-0.1057628963317792,-0.1130058526316238,-0.1138106255538287,-0.0704605671288971,-0.0333333333333333,-0.0340758780092446,-0.0407587800924461,-0.1001623541653482,-0.1068452562485497,-0.1075878009244609,-633327.0422360265,both,convenience_sampling_urban_based
301,IDS_top20_urban_900_points_probabilistic_900_size_seed_9101.pkl,900,-0.0717459331420141,-0.0333333333333333,-0.0341015853295069,-0.0410158532950694,-0.1024760129889587,-0.1093902809545213,-0.1101585329506949,-0.0717827550976817,-0.0333333333333333,-0.0341023217686203,-0.041023217686203,-0.1025422925091604,-0.1094631884267431,-0.11023217686203,-636481.1387799644,both,convenience_sampling_urban_based
302,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1.pkl,1000,-0.0721597819874748,-0.0316227766016837,-0.0324335167093996,-0.0397301776788419,-0.1045893862961076,-0.1118860472655499,-0.1126967873732658,-0.0682493455817922,-0.0316227766016837,-0.0323553079812859,-0.0389480903977054,-0.0975506007658789,-0.1041433831822985,-0.1048759145619006,-798935.8933751346,both,convenience_sampling_urban_based
303,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1213.pkl,1000,-0.068410853142382,-0.0316227766016837,-0.0323585381324977,-0.0389803919098234,-0.0978413143749406,-0.1044631681522663,-0.1051989296830802,-0.0652922504414794,-0.0316227766016837,-0.0322961660784797,-0.0383566713696429,-0.092227829513316,-0.0982883348044792,-0.0989617242812751,-794158.4085709808,both,convenience_sampling_urban_based
304,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_123.pkl,1000,-0.0665198217562838,-0.0316227766016837,-0.0323207175047757,-0.0386021856326038,-0.0944374578799638,-0.1007189260077918,-0.1014168669108838,-0.0664704471861091,-0.0316227766016837,-0.0323197300133723,-0.0385923107185688,-0.0943485836536493,-0.1006211643588459,-0.1013181177705344,-794700.9357309699,both,convenience_sampling_urban_based
305,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1234.pkl,1000,-0.0690846129953727,-0.0316227766016837,-0.0323720133295575,-0.0391151438804215,-0.0990540821103238,-0.1057972126611878,-0.1065464493890616,-0.0664837742960265,-0.0316227766016837,-0.0323199965555706,-0.0385949761405523,-0.0943725724515007,-0.1006475520364824,-0.1013447719903692,-796707.5583837094,both,convenience_sampling_urban_based
306,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_1415.pkl,1000,-0.0684298298088357,-0.0316227766016837,-0.0323589176658268,-0.0389841872431141,-0.0978754723745573,-0.1045007419518447,-0.1052368830159877,-0.0659871117712448,-0.0316227766016837,-0.032310063305075,-0.038495643635596,-0.0934785799068937,-0.0996641602374147,-0.100351446940806,-791270.7942665577,both,convenience_sampling_urban_based
307,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_42.pkl,1000,-0.0678485176372565,-0.0316227766016837,-0.0323472914223952,-0.0388679248087983,-0.0968291104657147,-0.1033497438521178,-0.1040742586728293,-0.0649903156275246,-0.0316227766016837,-0.0322901273822006,-0.0382962844068519,-0.0916843468481973,-0.0976905038728487,-0.0983578546533655,-791171.140344745,both,convenience_sampling_urban_based
308,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_456.pkl,1000,-0.0676887825842649,-0.0316227766016837,-0.0323440967213354,-0.0388359777982,-0.0965415873703298,-0.1030334684471944,-0.103754788566846,-0.0655912789958114,-0.0316227766016837,-0.0323021466495663,-0.0384164770805093,-0.0927660809111135,-0.0988804113420565,-0.0995597813899391,-798149.538337207,both,convenience_sampling_urban_based
309,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_5678.pkl,1000,-0.0702959320425167,-0.0316227766016837,-0.0323962397105004,-0.0393574076898503,-0.1012344563951831,-0.1081956243745331,-0.1089690874833497,-0.0656287338445994,-0.0316227766016837,-0.0323028957465421,-0.0384239680502669,-0.0928334996389319,-0.0989545719426567,-0.099634691087515,-795136.6559783875,both,convenience_sampling_urban_based
310,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_789.pkl,1000,-0.0680030747651478,-0.0316227766016837,-0.032350382564953,-0.0388988362343766,-0.0971073132959191,-0.1036557669653426,-0.1043833729286119,-0.0653334606396333,-0.0316227766016837,-0.0322969902824427,-0.0383649134092737,-0.0923020078699929,-0.0983699309968238,-0.0990441446775828,-792250.2268338859,both,convenience_sampling_urban_based
311,IDS_top50_urban_1000_points_probabilistic_1000_size_seed_9101.pkl,1000,-0.0706402260921828,-0.0316227766016837,-0.0324031255914937,-0.0394262664997835,-0.101854185684582,-0.1088773265928718,-0.1096576755826818,-0.0666931562736278,-0.0316227766016837,-0.0323241841951226,-0.0386368525360726,-0.0947494600111831,-0.1010621283521331,-0.1017635359455719,-795182.6585054755,both,convenience_sampling_urban_based
312,IDS_top50_urban_100_points_probabilistic_100_size_seed_1.pkl,100,-659.7081216956162,-0.1,-13.292162433912324,-132.0216243391232,-1187.3946190521092,-1306.12408095732,-1319.3162433912323,-0.2195242686884124,-0.1,-0.1023904853737682,-0.1239048537376824,-0.3151436836391423,-0.3366580520030565,-0.3390485373768247,1000.5238141322134,both,convenience_sampling_urban_based
313,IDS_top50_urban_100_points_probabilistic_100_size_seed_1213.pkl,100,-0.2264825316225437,-0.1,-0.1025296506324508,-0.1252965063245087,-0.3276685569205787,-0.3504354126126365,-0.3529650632450874,-0.2140624217419736,-0.1,-0.1022812484348394,-0.1228124843483947,-0.3053123591355526,-0.3258435950491078,-0.3281248434839473,1006.7243954443892,both,convenience_sampling_urban_based
314,IDS_top50_urban_100_points_probabilistic_100_size_seed_123.pkl,100,-0.2202297859984934,-0.1,-0.1024045957199698,-0.1240459571996986,-0.3164136147972882,-0.3380549762770169,-0.3404595719969868,-0.2070661618817462,-0.1,-0.1021413232376349,-0.1214132323763492,-0.2927190913871432,-0.3119910005258575,-0.3141323237634924,985.7379540705696,both,convenience_sampling_urban_based
315,IDS_top50_urban_100_points_probabilistic_100_size_seed_1234.pkl,100,-0.2150065891989475,-0.1,-0.1023001317839789,-0.1230013178397895,-0.3070118605581056,-0.3277130466139161,-0.330013178397895,-0.205028200031512,-0.1,-0.1021005640006302,-0.1210056400063024,-0.2890507600567216,-0.3079558360623937,-0.310056400063024,1080.408133497238,both,convenience_sampling_urban_based
316,IDS_top50_urban_100_points_probabilistic_100_size_seed_1415.pkl,100,-0.2557830205059638,-0.1,-0.1031156604101192,-0.1311566041011928,-0.3804094369107349,-0.4084503806018084,-0.4115660410119276,-0.2140419248071704,-0.1,-0.1022808384961434,-0.122808384961434,-0.3052754646529068,-0.3258030111181975,-0.3280838496143409,1104.4377410316429,both,convenience_sampling_urban_based
317,IDS_top50_urban_100_points_probabilistic_100_size_seed_42.pkl,100,-0.2438860445073545,-0.1,-0.1028777208901471,-0.1287772089014709,-0.3589948801132382,-0.384894368124562,-0.3877720890147091,-0.222959788267146,-0.1,-0.1024591957653429,-0.1245919576534292,-0.3213276188808628,-0.343460380768949,-0.3459195765342919,1127.399442067146,both,convenience_sampling_urban_based
318,IDS_top50_urban_100_points_probabilistic_100_size_seed_456.pkl,100,-0.2145284452512991,-0.1,-0.1022905689050259,-0.1229056890502598,-0.3061512014523384,-0.3267663215975722,-0.3290568905025982,-0.2132633931947856,-0.1,-0.1022652678638957,-0.1226526786389571,-0.3038741077506142,-0.3242615185256756,-0.3265267863895713,1031.212275137903,both,convenience_sampling_urban_based
