initial_set,sampling_type,diversity,size,pop_risk_nlcd_0.5,pop_risk_nlcd_0,pop_risk_nlcd_0.001,pop_risk_nlcd_0.01,pop_risk_nlcd_0.1,pop_risk_nlcd_1,pop_risk_image_clusters_2_0.5,pop_risk_image_clusters_2_0,pop_risk_image_clusters_2_0.001,pop_risk_image_clusters_2_0.01,pop_risk_image_clusters_2_0.1,pop_risk_image_clusters_2_1,pop_risk_image_clusters_8_0.5,pop_risk_image_clusters_8_0,pop_risk_image_clusters_8_0.001,pop_risk_image_clusters_8_0.01,pop_risk_image_clusters_8_0.1,pop_risk_image_clusters_8_1,pop_risk_states_0.5,pop_risk_states_0,pop_risk_states_0.001,pop_risk_states_0.01,pop_risk_states_0.1,pop_risk_states_1
IDS_region_06_100_points_seed_1.pkl,convenience_sampling_region_based,,100,-899.1111249224567,-0.1,-1.8980222498449133,-18.08022249844913,-179.90222498449134,-1798.1222498449133,-0.1211051308348683,-0.1,-0.1000422102616697,-0.1004221026166973,-0.1042210261669736,-0.1422102616697367,-744.1769818690874,-0.1,-1.588153963738175,-14.981539637381752,-148.91539637381752,-1488.2539637381751,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_100_points_seed_1213.pkl,convenience_sampling_region_based,,100,-899.0978649528608,-0.1,-1.8979957299057213,-18.079957299057213,-179.89957299057218,-1798.095729905721,-0.1207106781186547,-0.1,-0.1000414213562373,-0.1004142135623731,-0.1041421356237309,-0.1414213562373095,-1242.9216088877183,-0.1,-2.5856432177754374,-24.956432177754373,-248.6643217775437,-2485.743217775437,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_100_points_seed_123.pkl,convenience_sampling_region_based,,100,-1457.640255026511,-0.1,-3.015080510053023,-29.250805100530236,-291.6080510053023,-2915.1805100530228,-0.1207024870384912,-0.1,-0.1000414049740769,-0.1004140497407698,-0.1041404974076982,-0.1414049740769825,-744.2008387760574,-0.1,-1.5882016775521146,-14.982016775521148,-148.92016775521148,-1488.3016775521148,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_100_points_seed_1234.pkl,convenience_sampling_region_based,,100,-899.1066148941958,-0.1,-1.8980132297883916,-18.080132297883917,-179.90132297883915,-1798.1132297883917,-0.1236690123890707,-0.1,-0.1000473380247781,-0.1004733802477814,-0.1047338024778141,-0.1473380247781415,-744.2179029031374,-0.1,-1.5882358058062749,-14.98235805806275,-148.92358058062752,-1488.3358058062752,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_100_points_seed_1415.pkl,convenience_sampling_region_based,,100,-899.1134625956114,-0.1,-1.8980269251912223,-18.080269251912227,-179.9026925191223,-1798.1269251912229,-0.1211051308348683,-0.1,-0.1000422102616697,-0.1004221026166973,-0.1042210261669736,-0.1422102616697367,-1242.922891822364,-0.1,-2.585645783644728,-24.95645783644728,-248.6645783644728,-2485.745783644728,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_100_points_seed_42.pkl,convenience_sampling_region_based,,100,-899.094337962566,-0.1,-1.897988675925132,-18.07988675925132,-179.8988675925132,-1798.0886759251316,-0.1229404784563932,-0.1,-0.1000458809569127,-0.1004588095691278,-0.1045880956912786,-0.1458809569127865,-1350.3823995480825,-0.1,-2.800564799096165,-27.105647990961657,-270.15647990961656,-2700.664799096165,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_100_points_seed_456.pkl,convenience_sampling_region_based,,100,-652.3423492172799,-0.1,-1.4044846984345596,-13.144846984345598,-130.54846984345602,-1304.5846984345596,-0.1208824847322419,-0.1,-0.1000417649694644,-0.1004176496946448,-0.1041764969464484,-0.1417649694644839,-0.278369391728856,-0.1,-0.1003567387834577,-0.1035673878345771,-0.1356738783457712,-0.456738783457712,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_100_points_seed_5678.pkl,convenience_sampling_region_based,,100,-899.0832281276745,-0.1,-1.8979664562553489,-18.07966456255349,-179.89664562553492,-1798.0664562553486,-0.1216082173952945,-0.1,-0.1000432164347905,-0.1004321643479058,-0.1043216434790589,-0.1432164347905891,-1849.118106624036,-0.1,-3.798036213248072,-37.08036213248072,-369.9036213248072,-3698.136213248072,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_100_points_seed_789.pkl,convenience_sampling_region_based,,100,-1457.6427383395608,-0.1,-3.015085476679121,-29.25085476679121,-291.6085476679121,-2915.1854766791207,-0.1214173130459814,-0.1,-0.1000428346260919,-0.1004283462609196,-0.1042834626091963,-0.1428346260919628,-1350.394892767339,-0.1,-2.800589785534677,-27.10589785534677,-270.15897855346776,-2700.6897855346774,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_100_points_seed_9101.pkl,convenience_sampling_region_based,,100,-899.1148340701176,-0.1,-1.8980296681402349,-18.08029668140235,-179.9029668140235,-1798.129668140235,-0.1218231753250605,-0.1,-0.1000436463506501,-0.1004364635065012,-0.1043646350650121,-0.1436463506501211,-744.2179808972672,-0.1,-1.5882359617945347,-14.982359617945349,-148.92359617945348,-1488.3359617945348,-4815.759477761625,-0.1,-9.73131895552325,-96.4131895552325,-963.2318955523252,-9631.418955523251
IDS_region_06_10_points_seed_1.pkl,convenience_sampling_region_based,,10,-2587.4128765536043,-0.316227766016838,-5.490421063592013,-52.05816074176859,-517.7355575235343,-5174.509525341192,-0.3817206807583979,-0.3162277660168379,-0.316358751846321,-0.3175376243116691,-0.3293263489651499,-0.4472135954999579,-1849.3853543936616,-0.3162277660168379,-4.014366019272127,-37.29761029856973,-370.1300530915457,-3698.454481021306,-4815.871576557275,-0.3162277660168379,-9.947338463599356,-96.627334741842,-963.4272975242684,-9631.426925348534
IDS_region_06_10_points_seed_42.pkl,convenience_sampling_region_based,,10,-2094.663589929569,-0.316227766016838,-4.504922490343941,-42.20317500928787,-419.1857001987272,-4189.01095209312,-0.3859969310722243,-0.3162277660168379,-0.3163673043469487,-0.3176231493179456,-0.3301815990279152,-0.4557660961276107,-2637.889310279719,-0.3162277660168379,-5.591373931044243,-53.06768941629088,-527.8308442687573,-5275.462392793422,-4815.871576557275,-0.3162277660168379,-9.947338463599356,-96.627334741842,-963.4272975242684,-9631.426925348534
IDS_region_06_200_points_seed_1.pkl,convenience_sampling_region_based,,200,-899.038788690005,-0.0707106781186547,-1.868646834142428,-18.050072238356385,-179.86432628049593,-1798.006866701891,-0.0856342592498194,-0.0707106781186547,-0.070740525280917,-0.071009149741278,-0.0736953943448877,-0.1005578403809841,-744.1188112341455,-0.0707106781186547,-1.5588068792307082,-14.951672689239189,-148.880330789324,-1488.1669117901722,-4815.744293320844,-0.0707106781186547,-9.702057843404106,-96.38418233097318,-963.2054272066638,-9631.41787596357
IDS_region_06_200_points_seed_1213.pkl,convenience_sampling_region_based,,200,-0.2187381959277763,-0.0707106781186547,-0.071006733154273,-0.0736712284748371,-0.100316181680479,-0.3667657137368979,-0.0853553390593273,-0.0707106781186547,-0.0707399674405361,-0.0710035713374682,-0.0736396103067892,-0.1,-744.1580761730227,-0.0707106781186547,-1.5588854091084627,-14.952457988016734,-148.88818377709947,-1488.2454416679266,-4815.744293320844,-0.0707106781186547,-9.702057843404106,-96.38418233097318,-963.2054272066638,-9631.41787596357
IDS_region_06_200_points_seed_123.pkl,convenience_sampling_region_based,,200,-899.0728824158381,-0.0707106781186547,-1.8687150215940935,-18.050754112873044,-179.87114502566254,-1798.0750541535576,-0.0854768246808475,-0.0707106781186547,-0.0707402104117791,-0.0710060010498986,-0.0736639074310933,-0.1002429712430404,-744.1231364566221,-0.0707106781186547,-1.5588155296756618,-14.951759193688725,-148.88119583381936,-1488.1755622351254,-4751.253018965518,-0.0707106781186547,-9.573075294693457,-95.09435684386666,-950.3071723355986,-9502.43532725292
IDS_region_06_200_points_seed_1234.pkl,convenience_sampling_region_based,,200,-652.3012226100893,-0.0707106781186547,-1.3751717019825962,-13.115320916758067,-130.5168130645128,-1304.53173454206,-0.0867058153021395,-0.0707106781186547,-0.0707426683930217,-0.0710305808623244,-0.0739097055553517,-0.1027009524856243,-744.1610521067196,-0.0707106781186547,-1.5588913609758568,-14.952517506690674,-148.8887789638389,-1488.2513935353209,-4815.744293320844,-0.0707106781186547,-9.702057843404106,-96.38418233097318,-963.2054272066638,-9631.41787596357
IDS_region_06_200_points_seed_1415.pkl,convenience_sampling_region_based,,200,-899.0548018509386,-0.0707106781186547,-1.8686788604642943,-18.05039250157505,-179.86752891268264,-1798.0388930237584,-0.0859204049328798,-0.0707106781186547,-0.0707410975722832,-0.0710148726549392,-0.0737526234814997,-0.101130131747105,-744.1459829836629,-0.0707106781186547,-1.5588612227297431,-14.952216124229537,-148.8857651392275,-1488.221255289207,-4815.744293320844,-0.0707106781186547,-9.702057843404106,-96.38418233097318,-963.2054272066638,-9631.41787596357
IDS_region_06_200_points_seed_42.pkl,convenience_sampling_region_based,,200,-899.0484733344585,-0.0707106781186547,-1.8686662034313344,-18.05026593124545,-179.86626320938663,-1798.0262359907983,-0.0859204049328798,-0.0707106781186547,-0.0707410975722832,-0.0710148726549392,-0.0737526234814997,-0.101130131747105,-0.2274021784268274,-0.0707106781186547,-0.071024061119271,-0.0738445081248182,-0.1020489781802893,-0.3840936787350002,-4815.744293320844,-0.0707106781186547,-9.702057843404106,-96.38418233097318,-963.2054272066638,-9631.41787596357
IDS_region_06_200_points_seed_456.pkl,convenience_sampling_region_based,,200,-652.2967530084935,-0.0707106781186547,-1.3751627627794047,-13.115231524726152,-130.51591914419365,-1304.5227953388685,-0.0857365591580368,-0.0707106781186547,-0.0707407298807335,-0.0710111957394424,-0.0737158543265311,-0.1007624401974189,-0.2362047505110736,-0.0707106781186547,-0.0710416662634395,-0.0740205595665031,-0.1038094925971385,-0.4016988229034924,-4815.744293320844,-0.0707106781186547,-9.702057843404106,-96.38418233097318,-963.2054272066638,-9631.41787596357
IDS_region_06_200_points_seed_5678.pkl,convenience_sampling_region_based,,200,-899.0410443409194,-0.0707106781186547,-1.868651345444256,-18.05011735137467,-179.8647774106788,-1798.01137800372,-0.0862245356759598,-0.0707106781186547,-0.0707417058337693,-0.0710209552698008,-0.0738134496301157,-0.101738393233265,-744.1748877817186,-0.0707106781186547,-1.5589190323258546,-14.952794220190652,-148.89154609883866,-1488.2790648853186,-4815.744293320844,-0.0707106781186547,-9.702057843404106,-96.38418233097318,-963.2054272066638,-9631.41787596357
IDS_region_06_200_points_seed_789.pkl,convenience_sampling_region_based,,200,-1210.8566862572484,-0.0707106781186547,-2.4922826292769145,-24.28643018970125,-242.2279057939446,-2421.642661836378,-0.0856342592498194,-0.0707106781186547,-0.070740525280917,-0.071009149741278,-0.0736953943448877,-0.1005578403809841,-1350.3443097501606,-0.0707106781186547,-2.7712578762627387,-27.076182659559493,-270.125430492527,-2700.6179088222025,-4815.744293320844,-0.0707106781186547,-9.702057843404106,-96.38418233097318,-963.2054272066638,-9631.41787596357
IDS_region_06_200_points_seed_9101.pkl,convenience_sampling_region_based,,200,-899.0597030621498,-0.0707106781186547,-1.8686886628867168,-18.05049052579928,-179.86850915492485,-1798.0486954461803,-0.0868164195380941,-0.0707106781186547,-0.0707428896014936,-0.0710327929470435,-0.0739318264025426,-0.1029221609575335,-744.1497313583636,-0.0707106781186547,-1.5588687194791448,-14.952291091723556,-148.88651481416767,-1488.2287520386087,-4815.744293320844,-0.0707106781186547,-9.702057843404106,-96.38418233097318,-963.2054272066638,-9631.41787596357
IDS_region_06_300_points_seed_1.pkl,convenience_sampling_region_based,,300,-899.0175247531943,-0.0577350269189625,-1.8556546063715131,-18.03693082144447,-179.84969297217404,-1797.9773144794697,-0.0701722743784148,-0.0577350269189625,-0.0577599014138814,-0.0579837718681516,-0.060222476410853,-0.0826095218378671,-744.0990755381785,-0.0577350269189625,-1.5458177079414812,-14.938561837144151,-148.86600312917082,-1488.1404160494378,-4751.246290516247,-0.0577350269189625,-9.560112137897615,-95.08150613670551,-950.2954461247843,-9502.434846005575
IDS_region_06_300_points_seed_1213.pkl,convenience_sampling_region_based,,300,-0.2006648795735378,-0.0577350269189625,-0.0580208866242717,-0.060593623972054,-0.0863209974498776,-0.343594732228113,-0.0697750134466203,-0.0577350269189625,-0.0577591068920178,-0.0579758266495157,-0.0601430242244941,-0.0818149999742781,-744.1270624545011,-0.0577350269189625,-1.5458736817741263,-14.939121575470605,-148.87160051243538,-1488.1963898820834,-4815.7375663639,-0.0577350269189625,-9.689094689592924,-96.37133165365856,-963.193701294315,-9631.41739770088
IDS_region_06_300_points_seed_123.pkl,convenience_sampling_region_based,,300,-652.2821287541022,-0.0577350269189625,-1.362183814373329,-13.102222901462628,-130.5026137723556,-1304.5065224812854,-0.0698287538860047,-0.0577350269189625,-0.0577592143728966,-0.0579769014583034,-0.060153772312371,-0.0819224808530469,-0.1923822238961886,-0.0577350269189625,-0.058004321312917,-0.060427970858507,-0.0846644663144077,-0.3270294208734146,-4751.246290516247,-0.0577350269189625,-9.560112137897615,-95.08150613670551,-950.2954461247843,-9502.434846005575
IDS_region_06_300_points_seed_1234.pkl,convenience_sampling_region_based,,300,-652.2787864368883,-0.0577350269189625,-1.362177129738901,-13.102156055118348,-130.5019453089128,-1304.4998378468574,-0.0700665976452911,-0.0577350269189625,-0.0577596900604152,-0.0579816583334891,-0.0602013410642282,-0.0823981683716197,-744.1138829329514,-0.0577350269189625,-1.5458473227310272,-14.938857985039611,-148.86896460812542,-1488.1700308389838,-4815.7375663639,-0.0577350269189625,-9.689094689592924,-96.37133165365856,-963.193701294315,-9631.41739770088
IDS_region_06_300_points_seed_1415.pkl,convenience_sampling_region_based,,300,-899.0373066832142,-0.0577350269189625,-1.855694170231553,-18.03732646004487,-179.85364935817802,-1798.0168783395095,-0.0699743145667523,-0.0577350269189625,-0.0577595054942581,-0.0579798126719183,-0.0601828844485205,-0.0822136022145422,-744.1257555756239,-0.0577350269189625,-1.5458710680163723,-14.939095437893062,-148.87133913665994,-1488.193776124329,-4815.7375663639,-0.0577350269189625,-9.689094689592924,-96.37133165365856,-963.193701294315,-9631.41739770088
IDS_region_06_300_points_seed_42.pkl,convenience_sampling_region_based,,300,-652.2838436649481,-0.0577350269189625,-1.362187244195021,-13.102257199679544,-130.50295675452475,-1304.5099523029771,-0.0700343646581132,-0.0577350269189625,-0.0577596255944408,-0.0579810136737455,-0.0601948944667927,-0.082333702397264,-0.1989886589737121,-0.0577350269189625,-0.058017534183072,-0.0605600995600575,-0.0859857533299124,-0.3402422910284617,-4815.7375663639,-0.0577350269189625,-9.689094689592924,-96.37133165365856,-963.193701294315,-9631.41739770088
IDS_region_06_300_points_seed_456.pkl,convenience_sampling_region_based,,300,-652.2766184057223,-0.0577350269189625,-1.3621727936765693,-13.102112694495032,-130.50151170267964,-1304.4955017845257,-0.0698951185234746,-0.0577350269189625,-0.0577593471021715,-0.0579782287510528,-0.0601670452398649,-0.0820552101279866,-0.2193403788506554,-0.0577350269189625,-0.0580582376228259,-0.0609671339575964,-0.0900560973053011,-0.3809457307823483,-4815.7375663639,-0.0577350269189625,-9.689094689592924,-96.37133165365856,-963.193701294315,-9631.41739770088
IDS_region_06_300_points_seed_5678.pkl,convenience_sampling_region_based,,300,-899.0208108178344,-0.0577350269189625,-1.8556611785007933,-18.036996542737278,-179.85035018510206,-1797.9838866087498,-0.0707370304233506,-0.0577350269189625,-0.0577610309259713,-0.0579950669890503,-0.0603354276198401,-0.0837390339277387,-744.1450896271459,-0.0577350269189625,-1.5459097361194165,-14.939482118923504,-148.87520594696434,-1488.232444227373,-4815.7375663639,-0.0577350269189625,-9.689094689592924,-96.37133165365856,-963.193701294315,-9631.41739770088
IDS_region_06_300_points_seed_789.pkl,convenience_sampling_region_based,,300,-558.7492477401203,-0.0577350269189625,-1.1751180523453648,-11.231565281182984,-111.79603756955918,-1117.4407604533214,-0.0697915351004707,-0.0577350269189625,-0.0577591399353255,-0.0579761570825927,-0.0601463285552641,-0.0818480432819788,-1350.3262193586224,-0.0577350269189625,-2.758271995582369,-27.063104713553034,-270.1114318932597,-2700.5947036903262,-4815.7375663639,-0.0577350269189625,-9.689094689592924,-96.37133165365856,-963.193701294315,-9631.41739770088
IDS_region_06_300_points_seed_9101.pkl,convenience_sampling_region_based,,300,-899.0319021691874,-0.0577350269189625,-1.8556833612034995,-18.03721836976433,-179.85256845537268,-1798.0060693114556,-0.0707370304233506,-0.0577350269189625,-0.0577610309259713,-0.0579950669890503,-0.0603354276198401,-0.0837390339277387,-744.1299833371365,-0.0577350269189625,-1.5458795235393976,-14.939179993123316,-148.87218468896248,-1488.2022316473544,-4815.7375663639,-0.0577350269189625,-9.689094689592924,-96.37133165365856,-963.193701294315,-9631.41739770088
IDS_region_06_400_points_seed_1.pkl,convenience_sampling_region_based,,400,-899.0051885294754,-0.05,-1.8479103770589516,-18.02910377058951,-179.8410377058951,-1797.960377058951,-0.0606653358349816,-0.05,-0.0500213306716699,-0.0502133067166996,-0.0521330671669963,-0.0713306716699633,-744.0858684090363,-0.05,-1.5380717368180727,-14.930717368180726,-148.85717368180727,-1488.1217368180726,-4751.242279828337,-0.05,-9.552384559656677,-95.07384559656676,-950.2884559656676,-9502.434559656676
IDS_region_06_400_points_seed_1213.pkl,convenience_sampling_region_based,,400,-0.1826212112842219,-0.05,-0.0502652424225684,-0.0526524242256844,-0.0765242422568443,-0.3152424225684438,-0.0604914098165556,-0.05,-0.0500209828196331,-0.0502098281963311,-0.0520982819633111,-0.0709828196331113,-744.1125110673637,-0.05,-1.5381250221347278,-14.931250221347277,-148.86250221347274,-1488.1750221347277,-4815.733556299799,-0.05,-9.6813671125996,-96.363671125996,-963.1867112599598,-9631.4171125996
IDS_region_06_400_points_seed_123.pkl,convenience_sampling_region_based,,400,-0.1760245466592025,-0.05,-0.0502520490933184,-0.052520490933184,-0.0752049093318405,-0.302049093318405,-0.0605206029970629,-0.05,-0.0500210412059941,-0.0502104120599412,-0.0521041205994125,-0.0710412059941257,-0.1805385294306964,-0.05,-0.0502610770588613,-0.0526107705886139,-0.0761077058861392,-0.3110770588613928,-4751.242279828337,-0.05,-9.552384559656677,-95.07384559656676,-950.2884559656676,-9502.434559656676
IDS_region_06_400_points_seed_1234.pkl,convenience_sampling_region_based,,400,-652.2687506891571,-0.05,-1.3544375013783143,-13.09437501378314,-130.4937501378314,-1304.4875013783142,-0.0606653358349816,-0.05,-0.0500213306716699,-0.0502133067166996,-0.0521330671669963,-0.0713306716699633,-744.1039967849213,-0.05,-1.538107993569843,-14.931079935698428,-148.86079935698427,-1488.1579935698426,-4751.242279828337,-0.05,-9.552384559656677,-95.07384559656676,-950.2884559656676,-9502.434559656676
IDS_region_06_400_points_seed_1415.pkl,convenience_sampling_region_based,,400,-899.0154206873389,-0.05,-1.8479308413746784,-18.02930841374678,-179.8430841374678,-1797.980841374678,-0.060605757736379,-0.05,-0.0500212115154727,-0.0502121151547275,-0.0521211515472758,-0.0712115154727581,-744.1162394004356,-0.05,-1.5381324788008714,-14.931324788008713,-148.86324788008713,-1488.1824788008712,-4815.733556299799,-0.05,-9.6813671125996,-96.363671125996,-963.1867112599598,-9631.4171125996
IDS_region_06_400_points_seed_42.pkl,convenience_sampling_region_based,,400,-652.2707638060901,-0.05,-1.3544415276121802,-13.094415276121802,-130.494152761218,-1304.4915276121803,-0.0605206029970629,-0.05,-0.0500210412059941,-0.0502104120599412,-0.0521041205994125,-0.0710412059941257,-0.1847922936967236,-0.05,-0.0502695845873934,-0.0526958458739344,-0.0769584587393447,-0.3195845873934473,-4815.733556299799,-0.05,-9.6813671125996,-96.363671125996,-963.1867112599598,-9631.4171125996
IDS_region_06_400_points_seed_456.pkl,convenience_sampling_region_based,,400,-0.1775640968756407,-0.05,-0.0502551281937512,-0.0525512819375128,-0.0755128193751281,-0.3051281937512813,-0.0605206029970629,-0.05,-0.0500210412059941,-0.0502104120599412,-0.0521041205994125,-0.0710412059941257,-0.193508561560047,-0.05,-0.05028701712312,-0.0528701712312009,-0.0787017123120094,-0.3370171231200941,-4815.733556299799,-0.05,-9.6813671125996,-96.363671125996,-963.1867112599598,-9631.4171125996
IDS_region_06_400_points_seed_5678.pkl,convenience_sampling_region_based,,400,-246.91777953273672,-0.05,-0.5437355590654736,-4.987355590654735,-49.42355590654735,-493.7855590654734,-0.0610003161250008,-0.05,-0.05002200063225,-0.0502200063225,-0.0522000632250001,-0.0720006322500017,-744.129249150793,-0.05,-1.5381584983015864,-14.93158498301586,-148.8658498301586,-1488.2084983015864,-4815.733556299799,-0.05,-9.6813671125996,-96.363671125996,-963.1867112599598,-9631.4171125996
IDS_region_06_400_points_seed_789.pkl,convenience_sampling_region_based,,400,-0.2057581192653373,-0.05,-0.0503115162385306,-0.0531151623853067,-0.0811516238530674,-0.3615162385306745,-0.0604527631096971,-0.05,-0.0500209055262193,-0.0502090552621939,-0.0520905526219394,-0.0709055262193943,-1350.309987665178,-0.05,-2.750519975330357,-27.05519975330357,-270.10199753303567,-2700.569975330357,-4815.733556299799,-0.05,-9.6813671125996,-96.363671125996,-963.1867112599598,-9631.4171125996
